review_id,review_text,category_name,model_would_say,model_confidence,suspect_rank
73774b41-f96a-43eb-a020-2a2ff696f7e5,"It is a great app. However, after the last update one of the most important feature (for me) has been taken away. Before it showed me how much I had spent during the day... now it shows the total balance change, which is totally useless (to me)...",Positive Praise,UX Feedback,0.7435,24
3488cbb0-e91f-4c78-9b24-9633d205cd53,"A) The repeat feature must have a time AP/PM to work precisely. It only starts with the new day/week/year, etc. B) Each step must have its own time/date with a reminder for the better.",Feature Request,Bug Report,0.765,25
0cd007de-46fd-4a58-bd76-54319be8070c,dont like the idea they charge a $2.50 fee if used at the ATM,Positive Praise,UX Feedback,0.6399,26
0b5ab083-debd-4ef7-a5df-67925adc2c27,"Unusable on mobile as you cannot scroll the text in a task past a certain point! Microsoft customer support's solution? ""use the desktop app , instead"" , hopeless. microslop does it yet again",Feature Request,Bug Report,0.5609,27
0c7167d6-b6b9-4117-a7ff-92c76e56ca7f,This new update messed up everything again. now when I add a pre-made meal it doesn't count the calories and it doesn't find stuff in recent meals. I may not have a premium account but I I've logged everyday for 10 years and this is getting kinda stupid. this is why I don't pay for premiuim,Feature Request,UX Feedback,0.5553,28
66ccd573-be01-48ba-ae5a-6d30e5ef199f,Why can't I choose a list other than My Day for a widget??,Positive Praise,Bug Report,0.5724,29
6cbc6325-943e-4f8a-958f-1f424be547e0,"By far the best app for holding yourself accountable. Great way to track food once you have it set up. Easy to navigate, never crashes. Has helped me lose 20lbs already and I’m excited to see where this can go. Interesting that it now asks if you take ozempic on signup. Guess it’s real popular",Bug Report,Positive Praise,0.7906,30
d2db865c-8335-4ec3-9a0f-168e1aad56cb,"It's PayPal. We can't live without it. I took a star off, though, because sometimes they make it difficult to find where to switch from Goods/Services to Friend. Still 4 stars because PayPal is getting quite cluttered with offers, credit and such.",Positive Praise,UX Feedback,0.7656,31
493869e5-c838-4058-a270-eb4e6820c45c,my app has been suspended many times,Positive Praise,Bug Report,0.6582,32
ce882363-47f5-464e-bd4b-083f787d356c,"I do love Revolut but I am nervous to use it more because if I have any issues, who do I easily contact to get any concerns sorted out. For example my friends husband passed away last year and as his she was his beneficiary and that included his money in his Revolut account. On top of her grief, she found that dealing with Revolut was a nightmare even though she had everything in the line of documentation and proof that she was his next of kin. Eventually she had to get her solicitor to sort it",Positive Praise,UX Feedback,0.4631,33
83b06257-0086-412b-867c-5591fb4397fd,"Overall, good app for making notes, setting reminders, etc, of course, none can beat google Calendar. Major issue with this app is it does not always sync with Google calendar. intermittently, the syncing does not take place. from thos app to Google calendar, it syncs, but from Google calendar to this app it very rarely happens, whatever number of times you refresh, it doesn't happen. Developers need to look into this issue. otherwise, the app is fantastic.",Positive Praise,Bug Report,0.5726,34
d3c3b8f7-a006-41fb-b84b-8d8f16a43258,I need a new card please,Positive Praise,Bug Report,0.4308,35
5c81377c-7f78-44a0-8cca-8d639defbab3,"Persistant ""Spotify is trying to connect"" notification that comes back shortly after dismissing when I'm not trying to play anything. Bring back the old widget. New one takes twice the size and offers no new features. On a Fold phone and the front screen has less space. New widget forces to update to new larger widget.",Feature Request,Bug Report,0.7896,36
5d26348b-ce10-401b-87ae-6ed9be9d1256,South Africa telkom SA R I don't get code number i have interest telegram but i tay long time but I can't win plz help i want telegram plz help me,Feature Request,Bug Report,0.8119,37
9b687df3-7c37-4d3d-b4d1-7e447292df15,"Nice app, but: - absence to see Outlook categories - absence of WearOS app, offered by any big app in this category - no custom list theme sync with the desktop app After implementing those features I will be able to say that this app is the best task manager app for individuals",Bug Report,Feature Request,0.5885,38
2a49356e-f43d-4f67-abec-ff7f950bee13,good and helpful for my studies.,UX Feedback,Positive Praise,0.8171,39
0104b7cb-aeb8-40a4-a94d-8e35a7f63a00,So easy use and keeps me on track.,Bug Report,Positive Praise,0.7292,40
e9134088-5c05-44d7-b1e5-c465e3c52962,Could put age ranges on kids' stories to save tired parents time hunting for appropriate ones. grown stuff is great.,UX Feedback,Positive Praise,0.7886,41
931cee6a-b3f3-4d99-b841-3410d1064a10,Play store new version update,Positive Praise,Bug Report,0.672,42
39f3c1f1-2097-4e11-ad5a-1b7f53450bae,A powerhouse for workplace collaboration. The seamless integration with files and calendars keeps projects organized.,Bug Report,Positive Praise,0.7321,43
3657456e-1a52-4b1a-a48a-272ddc6ca305,"nice, believable app which I use daily. Well organized in terms of providing calm stories, mental well being at high level and relief from health problems 👍",Bug Report,Positive Praise,0.7156,44
1ad533bb-f321-4166-b13f-2abcfc720cf5,"For starters I'm from Eswatini in Africa. This is such an amazing app and is so easy to use. I used it while I was in Germany and had such a great experience! When I came back home to Eswatini It wasnt working for me, I was unable to receive money. That really hurt because I'm a big fan of the app. PayPal PLEASE ALLOW FUNCTION TO BE NORMAL HERE AS WELL! Love your APP",Bug Report,Feature Request,0.4915,45
3472ffa9-555e-48db-90df-a500e558571e,Was wondering about the app at first but I'm now a believer! Fantastic App! Very Helpful Good Developer no bugs. 5 stars.,Bug Report,Feature Request,0.4845,46
ec3920af-2749-434e-afad-f5ebf4663b3c,"I like the app, but it definitely needs some real world upgrades. carbs and fats should be broken down into healthy carbs (ie.. sweet potato, etc..), vs unhealthy carbs same with fats (healthy, ie.. salmon, avocado, etc..), vs unhealthy fats. bc my carbs and fats sometimesook high but they're healthy, so, I think separating them would be extremely helpful. the exercise section should at least accommodate typical gym workouts, logging needs to be more convenient and varied to accommodate.",Bug Report,Feature Request,0.6189,47
d2b82a28-3f7c-4171-8d7f-763c78a6734c,I like this app awhhh,UX Feedback,Positive Praise,0.6926,48
25a2473b-a116-4df7-affe-f9693f7fa735,"nice app , but the music I play offline stop playing at a time, and also I can only play music for only 2 hrs , while it show some obstacles",Positive Praise,UX Feedback,0.6683,49
aab5a852-f912-43f6-aa3f-8f7a86ead2f3,please allow shrinking line spacing optionally,Positive Praise,Feature Request,0.4099,50
8887b317-b01f-493b-aa8f-9c7bb598a459,this is my first favorite app😘😘,UX Feedback,Positive Praise,0.6894,51
940a52de-4946-4361-872e-2a7bc16af01f,app simply won't open anymore.,Positive Praise,Bug Report,0.8033,52
5ac64171-705a-48a3-b57c-40ecb0bdcb41,I liked calm app a lot and can pay in monthly payments of $6.66 a month 4 a yearly sub. 4 a yr. starting on May 4 th. for sure. I've asked numerous times to do this with o response. asked the same 4 last month. April no response. plz. reply.,Positive Praise,Bug Report,0.4477,53
a4f1683e-9b82-4310-9138-a9d5652c9c6e,Good music nd sound but also controlling my songs,UX Feedback,Positive Praise,0.6702,54
68c7214c-edbb-4532-817e-3b34c6f2b252,I use it for work. I would say it's good in general. I would like to have the ability to create sections within a list instead of everything mashed together. like maybe the ability to group tasks in each list by due date. it is a little buggy at times. after duplicating an existing list it has rearranged the order of tasks and/or made multiples of certain tasks,Bug Report,Feature Request,0.816,55
ffb7d4a2-7297-45a0-ac13-f9dc1fe47267,very good app but I only lets you hear a couple of songs,UX Feedback,Positive Praise,0.6628,56
637e962f-8fec-4f31-b5b9-188809bd570e,"It is basic and quite helpful. And for free, I can't complain. If I use it correctly, it is a great tool.I've tried about six different online personal organization apps and so far.This one works the best for me",UX Feedback,Positive Praise,0.5711,57
dde9e3d0-3de6-4490-8561-9c57bae0b660,"this app has been perfect. the new update to the widgets, however, have negatively impacted the app. the widget constantly says that ""Spotify is offline"" and then does not allow me to access Spotify via the widget; instead, now need to access directly via the app. please change this",Positive Praise,Bug Report,0.4906,58
62c41d69-828a-4b86-b444-a6196ecf935a,PayPal has been one of the top debit cards for me 5 stars,UX Feedback,Positive Praise,0.7181,59
afb65001-5716-4b70-bffd-fce8c9c0e99f,"so far so good, still new to me, I will be happy to take another pole.",UX Feedback,Positive Praise,0.6361,60
e6b1af43-38a2-439c-a492-7b484ac0897d,ucla mindful better and free greedy ASF over here💀,Bug Report,Positive Praise,0.6764,61
385515a4-0521-4942-bab5-455698218ce6,the ad is too much,Positive Praise,UX Feedback,0.549,62
6fc97055-1166-45ab-9be1-6a1c34411ece,"very good, but premium expensive and adds are annoying",Positive Praise,UX Feedback,0.8466,63
28b05c9c-b567-4064-a6fd-1888ae284d64,"thanks you guys you saved me a lot of time energy and hassle ( funny how that a company named ""calm"" does anything but)",Bug Report,Positive Praise,0.5056,64
b0b8c2cc-bc50-4453-88ed-f65788344869,How do I sign up can you please help me,Bug Report,Feature Request,0.7657,65
08c947f2-7dac-4eaf-a2db-3f5732df77c2,"Bar code scanning as part of basic would be good. Being able to choose grams, oz, etc easier rather than having to convert preadded numbers.",UX Feedback,Positive Praise,0.558,66
b9e08ea9-358f-4232-b341-a13d73ff8b26,a staple for the overwhelmingly anxious person who can hear a single note that will put her into a full ptsd paralysis + does not normally know how to relax because of years worth of tension in their body,Positive Praise,UX Feedback,0.4125,67
927f68bd-5d29-40ab-8af2-853691ad5746,"got a terrible experience, I have got a subscription for 3 months and now that my subscription expired it started showing add and stuff prior 1 day to the end of my subscription end date. now even when I open Spotify it's popping up multiple times to upgrade to premium and now that I am not at all allowed to choose the song I wish to listen to it's like forcing me to listen to whatever song it plays . completely dissatisfied and disappointed with the application, uninstalled it. it is a trash",Feature Request,UX Feedback,0.8083,68
a930ea70-4b8e-45e2-bc7c-876d39f589e5,paypal should be removed from global finacial payments becouse they are thieves who want to benefit using ' according to our privacy and policy' then they withold your money and never get access to your hard earned money. So disappointing,Feature Request,UX Feedback,0.7699,69
ac7ade16-ab61-4078-82cc-0700937fe608,"I got an ad on Instagram to do the quiz for the EMDR stuff which I'm really interested in. but I already have a subscription. I'm unsure how to loggin on the quiz to say I have a subscription and if it's possible to use the ""plan"" it made for me with my current sub? id really like to give it a try.",Positive Praise,Feature Request,0.8174,70
99e8d3be-7555-42c7-b076-6a48d64df969,among the most inconsistent apps I have to work with. if only there was literally any other option for my work.,Feature Request,UX Feedback,0.7518,71
bc86f34c-f0df-48fd-b227-c93399a9981c,It keeps begging for allowing reminders,Positive Praise,Bug Report,0.5615,72
d9a56a30-c885-46ee-aa2d-549038ef0385,"Recomendado, sincronización con tu PCy calendarios dengoogle 💯 y con otros dispositivos, facil de usar y su version gratuita excelente, no anuncios",Positive Praise,Bug Report,0.4341,73
0ebfa0ed-c538-4961-a593-bb3dc7cb510d,been ok says open source license on app had money come up missing I reported it several times they did nothing about it update still the same stuff going on,Feature Request,Bug Report,0.7571,74
f282657c-d74e-4477-b536-53bc9c4b3d6e,"Easy to sign up for, simple to navigate and use, no issues to speak of that I've run into personally.",Bug Report,Positive Praise,0.8144,75
f0e00925-1bf7-4460-bc0e-fcff4a2a0e4e,I noticed when you scroll the upcoming tasks section the calendar icon to go back to the current day only shows the 17th? love the app,UX Feedback,Feature Request,0.378,76
f090b59f-4635-42ea-9f74-1b54fdb6d9ad,I use PayPal as a additional option to pay. but I had a unauthorised debt from my account which was refunded but I found the lack of interest on finding why it was debited and lack of interest in informing me from PayPal deeply worrying if it happens again I'll delete my account asap. it proves to me PayPal is not 100% safe. be mindful and careful when using them.,Feature Request,UX Feedback,0.5362,77
3d65d24d-fce6-4e05-a53e-a71fab963e49,IT'S A PAID APP SO BEWARE AND IT'S NOT THAT GREAT TOO MANY OTHERS ARE BETTER AND CHEAPER,UX Feedback,Positive Praise,0.7858,78
f63b8b65-92bd-404b-8bb7-13d553b11b42,You can share your feelings here. If a girl cannot understand then come here and download.,Bug Report,Feature Request,0.7682,79
c9a92765-f269-483d-aa5e-35924c8d1206,good reminder system and it makes a satisfying noise when you tick of the tasks,Bug Report,Positive Praise,0.8127,80
297dcf77-65c7-498e-9e8d-8babe696ac28,Very good app with a simple to use and clean interface. Generally speaking the natural language does a good job of understanding the recurring tasks. One recent issue I've had is the widget just breaking and having to be deleted and readded. Worked fine for months but now it happens constantly.,Positive Praise,UX Feedback,0.5755,81
0a86f524-9694-4cd2-a729-144145836944,$16 just to help me go to sleep no thank you,Bug Report,Positive Praise,0.5716,82
dc72f094-2e32-4d82-b37d-c94bdaca5b56,"It actually works! I've used it for about a week and I have already lost 5lbs, I've tried other calorie counter apps and I couldn't stick to it. My favorite part is showing how much calories I need a day and can plan accordingly.",Bug Report,Positive Praise,0.4395,83
06b17ba4-14f9-4670-80a0-564c33536cd2,the app. is very effective and fits all. my needs,Feature Request,Positive Praise,0.8231,84
c91910af-0e0d-42a7-a840-6e782d5a0ae3,Have not used the app but am planning go start,Positive Praise,Bug Report,0.5828,85
1a6c5fcc-f8a6-4e3b-b377-17d7a009f06b,Puras películas de miercoles y las que uno quiere ver no están,UX Feedback,Positive Praise,0.6698,86
eb32d96c-93d2-4116-b28d-c38b96a9d74d,"Good app, quick, easy to use and stable with all functionality you want for PayPal. Finding people and QR writing well, too.",Feature Request,Positive Praise,0.836,87
80cefd38-b0fd-42e2-95b2-d4bd7b977e8f,"clunky and gets stuck in a boot-loop sometimes, but otherwise a pretty useful food tracking app that shows macros and calorie requirements, has a decent library of food stuffs as well as the ability to add more and create ""meals"" as shortcuts for dishes you eat regularly. Overall, a decent app with some flaws that are easily ignored.",UX Feedback,Positive Praise,0.7484,88
4a370bec-b014-4855-b498-544b2002425a,be very careful with PayPal just because purchase was made through PayPal does not mean that your purchase or your money is protected,Bug Report,Feature Request,0.4023,89
f2a7d6b2-f49f-4513-88a6-0b4b59c0a489,"Good: Fast and easy. Big thanks! Less great: The amounts doesn't add up. One position shows +40%, sadly that isn't true. It says account is up 200 $, that us also false. The gain, in %, is correct however. Please fix a browser version. Investing on the phone is less than optimal. An Excel of all available shares one can buy would be terrific! Overall, big thanks.",Bug Report,Feature Request,0.4276,90
718d06aa-d1d3-46c3-8fb4-ff87f88e8a8e,everything is good but I don't like the adds but the suggestions are so good I love it ❤️,Feature Request,Positive Praise,0.7699,91
502aff50-17ef-46aa-9797-de5702b5a8b2,"I'm getting used to new technology and feel a bit out of my depth, after a lot of teething issues it's becoming a pleasant experience, taking my time but I'm using it more often than expected.",Bug Report,Positive Praise,0.6241,92
6c4b7e48-6880-453d-abe0-a545f97e2565,"pretty effective even as without using a paid subscription, but the recent Gen z adjacent pleas to ""log your food it freaks us out,"" or any similar phrases is so cringe and feels far from the demographic of people using the app. (coming from a 20 something year old lady), I don't think it's enticing anyone to send freaky little messages meant to be funny or entertaining as reinforcement to log your food.",Positive Praise,Feature Request,0.4474,93
829a86c5-7e09-474d-a15d-befb224e5981,"Almost perfect. I am now on my third day of using this app, and wow, it works. Chunking projects into ""quests"" and ticking them like in an RPG changes my life. There is only one quite big issue. Calendar sync. I have two calendars, one Outlook, one Google, and I cannot sync one to the other. In the app I can only sync one, but that isn't how it works for me, nor for a lot of people. Todoist should allow to have ""secondary"" calendars to import events and stuff to be shown in the app.",Positive Praise,Bug Report,0.4076,94
f08180f1-f34e-43ea-a138-17fac2923f7e,"your first shoot to breath is way to long, should be short period of time should be able to adjust it, do you understand...",UX Feedback,Positive Praise,0.7338,95
03c05b52-3a9f-4d46-936a-dfb2a88dd236,"Could use some features like tagging/categories, priority, and filtering... but it's matured enough for me to move my lists out of OneNote!",Positive Praise,Feature Request,0.6045,96
9209794f-332f-4c98-8e57-e754529fbd7f,"Just updated June 2016 and have lost my play list and saved albums. have reinstalled etc all show but won't play Total rubbish. I downgraded due to the ever increasing price. The free version is dreadful. It says you get 30 mins of music between ads. This is total nonsense. I am lucky to get 3 songs, so 10 mins. There are adverts, suggested songs, and requests to do a survey. I know they need to make money, but this is a joke.",Feature Request,UX Feedback,0.7855,97
3ee3d95f-5982-42b4-84cd-2e6f27676ccd,Really easy to use and does what you want it to.,Feature Request,Positive Praise,0.8371,98
cc92ec72-beee-4b8a-b82f-aeb21277f73e,"Pure garbage, bugged authentication, bugged while running in the background. Love the fake positive reviews tho.",Positive Praise,UX Feedback,0.4846,99
4625cd94-a750-4bf1-88d0-598fb8878885,"the app is good, but with limitations",Positive Praise,UX Feedback,0.7621,100
9238a387-af09-4bf6-a373-59103ce35efd,doesn't update address or update after linking bank account. Fruatrating experience,UX Feedback,Bug Report,0.8698,101
5ed536bc-1ca3-4644-9043-a7ba6150cd09,"I am repeatedly facing an issue where every Instagram account I create gets suspended within 24–48 hours, even though I have not violated any rules or policies. So far, I have tried creating new accounts using four different phones, six to seven different mobile numbers, new email addresses, and completely fresh account details. Despite all these efforts, every account continues to be suspended. I would like to know the exact reason for these suspensions.",Bug Report,Feature Request,0.7533,102
edd60830-3229-44ec-b646-52e5abd74503,Waiting on a refund that has surpassed the timeframe it should be in my bank account. Bank says contact paypal. Still waiting for my refund to be processed by Paypal.,UX Feedback,Feature Request,0.4141,103
e5fc6200-3eaf-43eb-a9e4-868566810ce2,"Gave up on step 6 or 7 of trying to sign in. A simple Todo check list shouldn't require more security verification than my taxes or bank. It wanted me to sign in to my MS account, okay. Verify last 4 of my phone number, sure. Now solve a puzzle, no problem. Then verify a code from my phone. Then add another back up email... Now verify that backup email. I gave up at that point. I just want a Todo list widget that's easy to see.",UX Feedback,Feature Request,0.7888,104
af9ac84e-1345-4355-9f2f-cac80222c6a9,"Charged to renew my subscription 8 months after I canceled my account! How?! Only way to contact Netflix is through social media, no contact options via the app. Really terrible experience. I want my money back",Feature Request,UX Feedback,0.8149,105
72b8a018-0e7d-4144-904a-5ea9a3a5aba2,Cool. edit i was a follower and an unoriginal wannabe i think spotify sucks and it is a horribal app,Bug Report,UX Feedback,0.7657,106
7f732152-a75a-4f39-8c3b-e016366911f7,"Thanks for the mini fix. It works as intended. Now the update works and it's a really good update, the transitions on DJ X have gotten way better. I got your email I had restarted my phone and reinstalled, it still was the same. The mini fix had done the trick.",Bug Report,Feature Request,0.5441,107
e4d7ddfc-7d1d-4207-85ce-d5c75d360503,It's very prfct for m.i.s,Bug Report,Positive Praise,0.7538,108
cbb9adaa-4eac-4e05-b601-4c90184f8565,good but how can kick out another device from using my Netflix account,Positive Praise,Feature Request,0.4425,109
226c6f6e-5096-4367-8515-4bc565bd285d,It actually does what I want it to do. very useful!,Feature Request,Positive Praise,0.8289,110
de399aec-937b-412d-9022-2ad6664b1cca,"current new version design@2026 is makes me using more time to log in my diets, don't waste time or money like me in this app. the old design is much much much better than this current version start in 2026.",UX Feedback,Positive Praise,0.5011,111
50eb8791-b9f1-4b43-891e-29859a2277e8,"This application has proven quite beneficial for my daily tasks; however, I have observed a persistent flickering issue with the widget. I previously brought this to your attention, but I have yet to receive a response regarding a solution. Could you kindly address this matter?",UX Feedback,Feature Request,0.6038,112
2fdb21cd-6aec-436c-8aa6-68f59d21fa8f,"I love this app I have a hard time falling asleep without background noise such as rain because of constant brain chatter and I live in a basement apartment so theres really not much of a chance for me to hear rain sounds at all so this helps alot. The one downfall of this specific app is that on such a limited income, buying things in app isn't feasible for me or many others who use this. Other than that a great app.",Positive Praise,Feature Request,0.4308,113
6a92f7d5-d5c4-4290-9c08-6108e0b2ef46,five stars once you let me change the start of the week to monday,Positive Praise,Bug Report,0.507,114
99eadff4-c434-47b3-8915-8177f70f8c8f,It's an ok app. But you need the premium version to use the calendar feature(which was why I got it),UX Feedback,Feature Request,0.5879,115
f5643fa6-3ecd-49ce-badc-c8192d52a217,pls make it available in all country like Ethiopia pls,Bug Report,Positive Praise,0.6303,116
4a4ce578-22d8-4576-87f6-f57ae8855983,why are they showing me premium I don't want premium,Feature Request,UX Feedback,0.6529,117
6ccbdb9a-4768-47e8-9081-b1e430190874,Great music and great that it's free but the details say that they share your financial information and I think that is insane. Maybe that should be explained a little more😠 Can you Tell me how to opt out of that part?,UX Feedback,Feature Request,0.8234,118
de469713-56d9-4316-8a43-627aa8395d66,"I'm using Revolut for roughly 5 years, and never had any problems with them instead I would say they never let me down. Keep up the good work.",Bug Report,Positive Praise,0.7424,119
bbc52aad-9f36-457a-91fb-db5798a60c83,queue list clear ka option he nhiye yrrr.. queue m add Hui list change nhi hoti.. & songs playlist m bar bar queue list interrupt krti hai,UX Feedback,Bug Report,0.8105,120
51f1f131-2a5c-41f6-ab6c-9150959fe85a,a guy who listens to this app and listens to it idk what to put here,Positive Praise,Feature Request,0.5633,121
13508b10-b49a-4d84-86c0-9a6961b57819,"Does As It Says It Will! I had very low expectations for this app, if only because so, so many name fallen drastically short for me. Most of those instances are because of me and my being very picky. I still had a glimmer of hope tho and then I found this. Even tho I was prepared to have to uninstall I can honestly say that after months on end I have no legitimate issues. At all! Thank you for making the app without trying to be shady along the way!",Bug Report,Positive Praise,0.481,122
753b7254-cdfe-4456-9fb4-38f100205cc5,"A handy way to have both $ and € available to spend. Ties in nicely with Wise. On the down side, you cannot connect to an American bank. (That's where Wise comes in.) The account is not accepted by Spanish social security. And, as others have said, customer support is non-existent.",Bug Report,UX Feedback,0.576,123
708acaf8-949b-49b5-87b0-aaad821f48f8,"It's Microsoft, need I say more?",Bug Report,Feature Request,0.7381,124
2556deea-a23f-4d1a-a79d-74513ee6cac2,It works well but the interface is not really intuitive,Positive Praise,UX Feedback,0.6267,125
5c5108e3-44a8-4559-b00d-c8e6f01859e3,"I've tried just about every task management app out there, and Todoist is the best by far in terms of balancing functionality and ease of use. The standard version is great, but the Pro version is worth every cent for those who live on to-do lists. There's nothing the app can't do. I was bummed at first that it no longer integrates with Google Assistant, but that's no Todoist's fault. And honestly, Ramble is a million times better and understands natural language amazingly well.",Positive Praise,Feature Request,0.5637,126
13ed4376-bb48-4bbd-a98c-1d337bd3e03c,not happy at all unless you pay for it this app is just a notebook. you might as well pay $1.00 for that write your stuff down. save the space on your phone. it's pointless to have otherwise,Bug Report,UX Feedback,0.6709,127
90fc64fa-76fc-4dd4-9d6c-f627116d0290,has become very unstable. previous review.Loved it - makes keeping track so easy.,Bug Report,UX Feedback,0.4513,128
3de7eaa9-4609-4a60-bcb0-482bba5de119,"Forced Microsoft account!!! AI crapware, resource hog. it's bad enough Microsoft is on your PC do you really want it on your android device too? I do not believe most of the reviews are real",Feature Request,UX Feedback,0.7608,129
a4ef23cd-3376-4c03-b21a-c887929d9d52,You need to create the ability to sign in with biometrics.,Bug Report,Positive Praise,0.5164,130
e972970f-785c-4564-b315-f7d47fe1bb84,don't like the new version. please change it to the older one. that was much easier,Bug Report,Feature Request,0.7291,131
5efae64d-bfa3-4fc6-a863-6d53cf7d2ade,I would rate this a lot higher if it would just stop asking me to enable notifications. Notifications are NOT going to happen so stop asking!,Bug Report,Feature Request,0.7118,132
6663d23c-0c25-4f29-9e4b-db62ff0425ac,"Not sure how to feel about all these 1£ here and there taxes. well now is charging 1£ tax for almost everything, changing it asap",Bug Report,UX Feedback,0.703,133
551a5b05-6bed-4c71-8672-5bba254da99a,$20 a month to do something that was free since the app first launched? This is corporate greed to the extreme.,Bug Report,UX Feedback,0.7396,134
c50a1cdf-1d87-49c3-9c8b-795c37c12d11,very frustrating. Installed the app. Stuck on the welcome page,Bug Report,UX Feedback,0.7971,135
d88a68d0-d426-4659-a25a-75f31f847839,"Seems like it would be a good choice to assign tasks to my team and track progress, but every invite emailed via the app to each team member never went through. Because of this flaw, we went with Microsoft To Do and that's worked out very well.",Feature Request,UX Feedback,0.518,136
bd198c24-fd2f-4821-90d6-77f9fce148c4,listening to Spotify over 6yrs. My preferred music app. Good playlist & similar suggestions.,Feature Request,Positive Praise,0.7911,137
